date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:45	20807/20807	U--M--	200	updated ('OK')	text/html	etag:W/%225147-sE5fVEZQVmsR9mWtGNDadrLm0aQ%22	https://www.gathering.org/tg21/page/bli-medlem	www.gathering.org/tg21/page/bli-medlem.html	(from https://www.gathering.org/tg21/)
16:26:49	32227/32227	U-----	200	untouched ('OK')	text/html	etag:W/%227de3-KSAqwse0lE6lQYuMUf1k3ZOrrw8%22	https://www.gathering.org/tg21/article/7013/refusjonslosninger-for-tg21	www.gathering.org/tg21/article/7013/refusjonslosninger-for-tg21.html	(from https://www.gathering.org/tg21/)
16:26:51	15555/15555	U-----	200	untouched ('OK')	text/html	etag:W/%223cc3-DsvlV8FQvF6FYmhQl/uVsnAkwR0%22	https://www.gathering.org/tg21/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/)
16:26:52	22465/22465	U-----	200	untouched ('OK')	text/html	etag:W/%2257c1-JK90w+arpdXuoG0d6nMQM0Z+eeM%22	https://www.gathering.org/tg21/page/presse	www.gathering.org/tg21/page/presse.html	(from https://www.gathering.org/tg21/page/kontakt)
16:26:52	22390/22390	U-----	200	untouched ('OK')	text/html	etag:W/%225776-Enekmk/RCYiliXem2BiNu8cap3Y%22	https://www.gathering.org/tg21/page/visste-du-at	www.gathering.org/tg21/page/visste-du-at.html	(from https://www.gathering.org/tg21/page/kontakt)
16:26:55	20310/20310	U-----	200	untouched ('OK')	text/html	etag:W/%224f56-EPKydUIhCfUJENrnLkRZAGqLZws%22	https://www.gathering.org/tg21/page/location-soker-serviceansvarlig	www.gathering.org/tg21/page/location-soker-serviceansvarlig.html	(from https://www.gathering.org/tg21/page/vil-du-vaere-med-a-arrangere-the-gathering)
16:26:57	22658/22658	U-----	200	untouched ('OK')	text/html	etag:W/%225882-LZ20qMtK3x9nmz1cS6CAMvz8onc%22	https://www.gathering.org/tg21/page/nestleder-kommunikasjon	www.gathering.org/tg21/page/nestleder-kommunikasjon.html	(from https://www.gathering.org/tg21/page/vil-du-vaere-med-a-arrangere-the-gathering)
16:26:59	43385/43385	U-----	200	untouched ('OK')	text/html	etag:W/%22a979-YdMZco4YttsVW5XR4jQQQyqR7YA%22	https://www.gathering.org/tg21/article/7479/vinnerne-av-kreative-konkurranser	www.gathering.org/tg21/article/7479/vinnerne-av-kreative-konkurranser.html	(from https://www.gathering.org/tg21/)
16:26:59	31322/31322	U-----	200	untouched ('OK')	text/html	etag:W/%227a5a-mJATN5zIiEi1hnanesRver7brMA%22	https://www.gathering.org/tg21/calendar	www.gathering.org/tg21/calendar.html	(from https://www.gathering.org/tg21/)
16:27:01	26593/26593	U-----	200	untouched ('OK')	text/html	etag:W/%2267e1-0zrRpsVDDN/IOu1ZgyYPN2/cdnc%22	https://www.gathering.org/tg21/article/2143/mot-arets-cosplaydommere	www.gathering.org/tg21/article/2143/mot-arets-cosplaydommere.html	(from https://www.gathering.org/tg21/article/7454/mot-cosplaydommerne-2)
16:27:03	20182/20182	U-----	200	untouched ('OK')	text/html	etag:W/%224ed6-MUq4JDCpVajU0WgVMzqOVPLWLbc%22	https://www.gathering.org/tg21/article/7418/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/article/7418/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/article/7418/minecraft-pa-tg21online)
16:27:05	27594/27594	U-----	200	untouched ('OK')	text/html	etag:W/%226bca-MtX5KfnGc6YfzrCPyZPUwtcEWog%22	https://www.gathering.org/tg21/article/6969/the-gathering-2021-er-avlyst	www.gathering.org/tg21/article/6969/the-gathering-2021-er-avlyst.html	(from https://www.gathering.org/tg21/)
16:27:05	32245/32245	U-----	200	untouched ('OK')	text/html	etag:W/%227df5-/23OJE8cujG1i9PS4J5NL3EwUIY%22	https://www.gathering.org/tg21/article/7013/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/article/7013/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/article/7013/refusjonslosninger-for-tg21)
16:27:06	24830/24830	U--M--	200	updated ('OK')	text/html	etag:W/%2260fe-qseUPk/lhEVZreQdE2YOqGjvSUQ%22	https://www.gathering.org/tg21/article/7366/tg21online-escape	www.gathering.org/tg21/article/7366/tg21online-escape.html	(from https://www.gathering.org/tg21/)
16:27:07	26137/26137	U-----	200	untouched ('OK')	text/html	etag:W/%226619-eudSfkEZmLWfaE9uTRBieIcPiA4%22	https://www.gathering.org/tg21/article/7043/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/article/7043/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/article/7043/spillkonkurranser-pa-tgonline-21)
16:27:09	22674/22674	U-----	200	untouched ('OK')	text/html	etag:W/%225892-C8ZiN62uiuuvvnrzU/RHODOBe08%22	https://www.gathering.org/tg21/page/event	www.gathering.org/tg21/page/event.html	(from https://www.gathering.org/tg21/page/vil-du-vaere-med-a-arrangere-the-gathering)
16:27:11	43397/43397	U-----	200	untouched ('OK')	text/html	etag:W/%22a985-8ImXyG6mpCDUIcfmxM4xbMUIHF8%22	https://www.gathering.org/tg21/article/7479/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/article/7479/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/article/7479/vinnerne-av-kreative-konkurranser)
16:27:12	26253/26253	U-----	200	untouched ('OK')	text/html	etag:W/%22668d-13FvPfcYtN4E6s01pCouzJ+cXTE%22	https://www.gathering.org/tg21/article/7189/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/article/7189/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/article/7189/cosplay-pa-tgonline)
16:27:14	30231/30231	U-----	200	untouched ('OK')	text/html	etag:W/%227617-Xcgk42jvUorzJFnuYxS/s01pwKU%22	https://www.gathering.org/tg21/article/7454/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/article/7454/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/article/7454/mot-cosplaydommerne-2)
16:27:16	19470/19470	U-----	200	untouched ('OK')	text/html	etag:W/%224c0e-bVa3YPiEQS9z3IzzGhCHIQTRGfs%22	https://www.gathering.org/tg21/article/7429/tg21online-discord	www.gathering.org/tg21/article/7429/tg21online-discord.html	(from https://www.gathering.org/tg21/)
16:27:16	24858/24858	U--M--	200	updated ('OK')	text/html	etag:W/%22611a-i3bn9hG6pBv4bFKuSritargcCSc%22	https://www.gathering.org/tg21/article/7366/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/article/7366/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/article/7366/tg21online-escape)
16:27:18	15705/15705	---M--	404	error ('Not%20Found')	text/html	etag:W/%223d59-HosET+kncyss1oVIfYjfi1q9agc%22	https://www.gathering.org/tg21/page/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/page/mailto_tg20event-editorial@list.gathering.org	(from https://www.gathering.org/tg21/page/kontakt)
16:27:19	30529/30529	U-----	200	untouched ('OK')	text/html	etag:W/%227741-2u9uCIY5eUTNGNeX2LjXI6tzYyk%22	https://www.gathering.org/tg21/page/core	www.gathering.org/tg21/page/core.html	(from https://www.gathering.org/tg21/page/vil-du-vaere-med-a-arrangere-the-gathering)
16:27:20	26614/26614	U-----	200	untouched ('OK')	text/html	etag:W/%2267f6-ndIUq8K9trUKP9guEtP01/Mc6GY%22	https://www.gathering.org/tg21/article/2143/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/article/2143/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/article/2143/mot-arets-cosplaydommere)
16:27:20	19497/19497	U-----	200	untouched ('OK')	text/html	etag:W/%224c29-7h2nQ5oMVhbnhSG+gXbSy4XUoYY%22	https://www.gathering.org/tg21/article/7429/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/article/7429/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/article/7429/tg21online-discord)
16:27:20	24533/24533	U--M--	200	updated ('OK')	text/html	etag:W/%225fd5-vAPtDo2UuNM0W2pGDSTlnQFwUBs%22	https://www.gathering.org/tg21/article/6969/mailto:tg20event-editorial@list.gathering.org	www.gathering.org/tg21/article/6969/mailto_tg20event-editorial@list.gathering.html	(from https://www.gathering.org/tg21/article/6969/the-gathering-2021-er-avlyst)
16:27:26	3558/3558	U-----	200	untouched ('')	image/png	etag:W/%22de6-17889894510%22	https://www.gathering.org/tg21/static/apple-icon-57x57.png	www.gathering.org/tg21/static/apple-icon-57x57.png	(from https://www.gathering.org/tg21/)
16:27:26	1150/1150	U-----	200	untouched ('')	image/x-icon	etag:W/%2247e-17889894510%22	https://www.gathering.org/tg21/static/favicon.ico?v=2	www.gathering.org/tg21/static/favicon5e1f.ico	(from https://www.gathering.org/tg21/)
16:27:26	4532/4532	U-----	200	untouched ('')	image/png	etag:W/%2211b4-17889894510%22	https://www.gathering.org/tg21/static/apple-icon-72x72.png	www.gathering.org/tg21/static/apple-icon-72x72.png	(from https://www.gathering.org/tg21/)
16:27:27	4865/4865	U-----	200	untouched ('')	image/png	etag:W/%221301-17889894510%22	https://www.gathering.org/tg21/static/apple-icon-76x76.png	www.gathering.org/tg21/static/apple-icon-76x76.png	(from https://www.gathering.org/tg21/)
16:27:32	11462/11462	U-----	200	untouched ('')	image/png	etag:W/%222cc6-17889894510%22	https://www.gathering.org/tg21/static/apple-icon-152x152.png	www.gathering.org/tg21/static/apple-icon-152x152.png	(from https://www.gathering.org/tg21/)
16:27:32	15060/15060	U-----	200	untouched ('')	image/png	etag:W/%223ad4-17889894510%22	https://www.gathering.org/tg21/static/apple-icon-180x180.png	www.gathering.org/tg21/static/apple-icon-180x180.png	(from https://www.gathering.org/tg21/)
16:27:33	1983/1983	U-----	200	untouched ('')	image/png	etag:W/%227bf-17889894510%22	https://www.gathering.org/tg21/static/favicon-32x32.png	www.gathering.org/tg21/static/favicon-32x32.png	(from https://www.gathering.org/tg21/)
16:27:34	6248/6248	U-----	200	untouched ('')	image/png	etag:W/%221868-17889894510%22	https://www.gathering.org/tg21/static/favicon-96x96.png	www.gathering.org/tg21/static/favicon-96x96.png	(from https://www.gathering.org/tg21/)
16:27:38	531788/531788	U-----	200	untouched ('OK')	text/css	etag:W/%2281d4c-17889894510%22	https://www.gathering.org/tg21/web-vendor-309fa02bace796326589.css	www.gathering.org/tg21/web-vendor-309fa02bace796326589.css	(from https://www.gathering.org/tg21/)
16:27:38	207459/207459	U-----	200	untouched ('')	application/javascript	etag:W/%2232a63-17889894510%22	https://www.gathering.org/tg21/web-client-309fa02bace796326589.js	www.gathering.org/tg21/web-client-309fa02bace796326589.js	(from https://www.gathering.org/tg21/)
16:27:40	3718/3718	U-----	200	untouched ('')	image/png	etag:W/%22e86-17889894510%22	https://www.gathering.org/tg21/static/apple-icon-60x60.png	www.gathering.org/tg21/static/apple-icon-60x60.png	(from https://www.gathering.org/tg21/)
16:27:41	7628/7628	U-----	200	untouched ('')	image/png	etag:W/%221dcc-17889894510%22	https://www.gathering.org/tg21/static/apple-icon-114x114.png	www.gathering.org/tg21/static/apple-icon-114x114.png	(from https://www.gathering.org/tg21/)
16:27:44	14633/14633	U-----	200	untouched ('')	image/png	etag:W/%223929-17889894510%22	https://www.gathering.org/tg21/static/android-icon-192x192.png	www.gathering.org/tg21/static/android-icon-192x192.png	(from https://www.gathering.org/tg21/)
16:27:44	1224/1224	U-----	200	untouched ('')	image/png	etag:W/%224c8-17889894510%22	https://www.gathering.org/tg21/static/favicon-16x16.png	www.gathering.org/tg21/static/favicon-16x16.png	(from https://www.gathering.org/tg21/)
16:27:45	8056/8056	U-----	200	untouched ('')	image/png	etag:W/%221f78-17889894510%22	https://www.gathering.org/tg21/static/apple-icon-120x120.png	www.gathering.org/tg21/static/apple-icon-120x120.png	(from https://www.gathering.org/tg21/)
16:27:45	1042480/1042480	U-----	200	untouched ('')	application/javascript	etag:W/%22fe830-17889894510%22	https://www.gathering.org/tg21/web-vendor-309fa02bace796326589.js	www.gathering.org/tg21/web-vendor-309fa02bace796326589.js	(from https://www.gathering.org/tg21/)
16:27:46	588000/588000	U-----	200	untouched ('')	application/javascript	etag:W/%228f8e0-17889894510%22	https://www.gathering.org/tg21/web-vendors~vendor-309fa02bace796326589.js	www.gathering.org/tg21/web-vendors_vendor-309fa02bace796326589.js	(from https://www.gathering.org/tg21/)
